CNPJ;Razão Social;Situação Cadastral;;;;;;;;;;;;;;;;
29.411.360/0001-68;NAVI CONSULTORIA E ASSESSORIA DE COMERCIO EXTERIOR UNIPESSOAL LIMITADA;Ativa;;;;;;;;;;;;;;;;
04.470.137/0001-60;NAVICON DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
10.360.529/0001-70;NAVIGOR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
10.360.529/0002-50;NAVIGOR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
48.439.965/0001-01;NAVISLOG APOIO PORTUARIO LTDA;Ativa;;;;;;;;;;;;;;;;
13.553.232/0001-19;NAVIX OFFSHORE E AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
41.372.567/0001-76;NC CARGO AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
41.108.003/0001-20;NCL DO BRASIL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
42.584.342/0001-46;NCX CARGO TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
63.001.556/0002-01;NEDLLOYD DO BRASIL NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
63.001.556/0001-12;NEDLLOYD DO BRASIL NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
63.001.556/0005-46;NEDLLOYD DO BRASIL NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
29.523.864/0001-70;NEL-LOG-ASSESSORIA LOGISTICA E REPRESENTACAO COMERCIAL LTDA;Ativa;;;;;;;;;;;;;;;;
09.211.360/0001-07;NELSON HEUSI LOGISTICA E ARMAZENS GERAIS LTDA;Ativa;;;;;;;;;;;;;;;;
20.054.394/0001-78;NELSON LIRA PEREIRA 27032370225;Ativa;;;;;;;;;;;;;;;;
37.880.949/0001-33;NEO FREIGHTS E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.065.832/0001-72;NEO LOGISTICS IMPORTACAO & EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
04.621.329/0001-20;NEOBRAZ COMERCIO EXTERIOR ASSESSORIA LTDA;Ativa;;;;;;;;;;;;;;;;
01.442.820/0001-04;NEOMAR SILVEIRA E CIA LTDA;Ativa;;;;;;;;;;;;;;;;
27.587.642/0001-95;NET LOGISTICA E AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
06.061.219/0001-87;NETFREIGHT TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
74.252.230/0001-84;NETHUNO CARGO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
09.628.510/0001-82;NEUTRAL RIO GRANDE AGENCIAMENTOS PORTUARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
07.012.228/0001-40;NEVES & MARINHEIRO LTDA.;Ativa;;;;;;;;;;;;;;;;
06.932.593/0001-00;NEW BRIDGE ASSESSORIA E LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
32.737.718/0001-51;NEW CARGO LOGISTICS AGENCIAMENTO DE CARGAS LTDA.;Ativa;;;;;;;;;;;;;;;;
00.147.271/0001-74;NEW DEAL ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
53.099.767/0001-86;NEW EXPO FORWARDING SERVICOS LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
08.868.357/0001-06;NEW FLAG LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
03.887.989/0001-95;NEW FOCUS COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
16.607.445/0002-55;NEW FORCE LOGISTICA NACIONAL E INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
16.607.445/0001-74;NEW FORCE LOGISTICA NACIONAL E INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
02.422.522/0001-07;NEW HAN JIN CARGAS INTERNACIONAIS LTDA.;Ativa;;;;;;;;;;;;;;;;
27.458.063/0001-42;NEW HUB BRAZIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
46.480.528/0001-06;NEW HUB COMERCIO DE IMPORTACAO E EXPORTACAO & SUPPLY CHAIN LTDA;Ativa;;;;;;;;;;;;;;;;
05.764.301/0001-05;NEW LINE - LOGISTICA, TRANSPORTE E SERVICOS MARITIMOS LTDA.;Ativa;;;;;;;;;;;;;;;;
58.204.348/0001-80;NEW LINK COMERCIO EXTERIOR E REPRESENTACOES LTDA;Ativa;;;;;;;;;;;;;;;;
25.286.975/0001-59;NEW LOG IMPORTACAO E EXPORTACAO E AGENCIAMENTO DE CARGAS EIRELI;Ativa;;;;;;;;;;;;;;;;
20.504.941/0001-70;NEW ORDER AGENCIAMENTO DE CARGAS INTERNACIONAIS EIRELI;Ativa;;;;;;;;;;;;;;;;
16.922.268/0001-10;NEW PARTNER SERVICOS E REPRESENTACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
18.678.983/0001-85;NEW PIER AGENCIAMENTO DE CARGAS  E COMISSARIA DE DESPACHOS LTDA;Ativa;;;;;;;;;;;;;;;;
19.762.339/0001-53;NEW PROJECT LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
17.828.576/0001-44;NEW SHIPPING BRASIL LOGISTICA INTERNACIONAL LIMITADA;Ativa;;;;;;;;;;;;;;;;
34.852.156/0001-12;NEW SHIPPING VISION LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
14.314.254/0001-99;NEW SKY TRANSPORTE E LOGISTICA INTERNACIONAL EIRELI;Ativa;;;;;;;;;;;;;;;;
13.161.095/0001-77;NEW SMART LOGISTICS TRANSPORTE INTERNACIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
51.835.383/0001-59;NEW SOLUTION LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
04.012.329/0001-23;NEW STAR AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
41.190.667/0001-81;NEW TARGET AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
01.031.724/0001-65;NEW TRAFIC LOGISTICA INTERNACIONAL E TRANSPORTE LTDA;Ativa;;;;;;;;;;;;;;;;
01.031.724/0002-46;NEW TRAFIC LOGISTICA INTERNACIONAL E TRANSPORTE LTDA;Ativa;;;;;;;;;;;;;;;;
02.203.847/0001-07;NEW TRANS LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
31.163.197/0001-03;NEW WAY CONSULTORIA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
68.151.679/0001-53;NEW WAY FRETES INTERNACIONAIS S/S LTDA;Ativa;;;;;;;;;;;;;;;;
04.993.368/0001-59;NEW WAYS ASSESSORIA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
48.427.699/0001-05;NEW WAYS OFFSHORE LTDA;Ativa;;;;;;;;;;;;;;;;
06.256.214/0001-00;NEW WORLD COMERCIO EXTERIOR E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
24.474.619/0001-04;NEW-LOG SERVICOS ADUANEIROS E LOGISTICA INTERNACIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
05.572.270/0001-90;NEWCOMEX ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
04.654.989/0001-08;NEWPORT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
04.814.449/0001-44;NEWTON DOS SANTOS TRANSPORTES;Ativa;;;;;;;;;;;;;;;;
40.260.836/0001-40;NEX COMEX ASSESSORIA LTDA;Ativa;;;;;;;;;;;;;;;;
12.520.200/0001-54;NEXCONN LOGISTICA INTELIGENTE LTDA;Ativa;;;;;;;;;;;;;;;;
15.030.773/0001-98;NEXT GLOBAL IMPORTACAO EXPORTACAO E LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
20.185.717/0001-62;NEXT SHIPPING LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
53.288.014/0001-19;NEXUM TRADING & TRANSP. INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
14.622.524/0001-29;NEXUS DO BRASIL AGENCIAMENTO DE CARGAS LTDA.;Ativa;;;;;;;;;;;;;;;;
29.580.803/0001-44;NEXUS FOR TRADE ASSESSORIA LTDA;Ativa;;;;;;;;;;;;;;;;
29.331.350/0001-12;NEXUS GERENCIAMENTO DE PATIOS LTDA;Ativa;;;;;;;;;;;;;;;;
58.101.805/0001-01;NEXUS SHIPPING LTDA;Ativa;;;;;;;;;;;;;;;;
40.360.513/0001-28;NICOMEX COMERCIO INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
01.735.908/0001-06;NILSON RICARDO GAMPER LTDA;Ativa;;;;;;;;;;;;;;;;
51.595.908/0001-26;NIPPON EXPRESS DO BRASIL TRANSPORTES INTERNAC. LTDA.;Ativa;;;;;;;;;;;;;;;;
51.595.908/0004-79;NIPPON EXPRESS DO BRASIL TRANSPORTES INTERNAC. LTDA.;Ativa;;;;;;;;;;;;;;;;
51.595.908/0006-30;NIPPON EXPRESS DO BRASIL TRANSPORTES INTERNAC. LTDA.;Ativa;;;;;;;;;;;;;;;;
07.856.562/0001-80;NIRRON LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
08.519.036/0001-98;NIT SEA NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
61.251.313/0001-07;NIT-LOG AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
04.696.640/0001-39;NIVER LOGISTICS S/A.;Ativa;;;;;;;;;;;;;;;;
17.083.265/0001-01;NIX INTERNATIONAL ASSESSORIA, CONSULTORIA E COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
40.033.278/0001-80;NIXX AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
19.386.079/0001-69;NK AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
12.081.310/0001-67;NK BRASIL LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
22.208.119/0001-97;NKL DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
43.983.259/0001-02;NL APOIO A NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
00.252.795/0001-25;NMC ASSESSORIA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
10.659.078/0001-76;NML - TANKERS AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
10.659.078/0002-57;NML - TANKERS AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
10.659.078/0003-38;NML - TANKERS AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
10.659.078/0004-19;NML - TANKERS AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
02.692.244/0001-08;NML NORDESTE MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
18.965.275/0001-25;NMLTANKERS SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
61.223.948/0001-09;NOATUM MARITIME SERVICES BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
06.555.741/0001-15;NOBEC LOGISTICA E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
65.398.166/0001-53;NOBEL TRANSPORTES INTERNACIONAIS E NACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
12.842.435/0001-62;NOBLE COMERCIO EXTERIOR LIMITADA;Ativa;;;;;;;;;;;;;;;;
02.542.625/0001-00;NOGUEIRA & GANDRA DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
29.418.332/0001-72;NOGUEIRA SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
30.353.688/0001-54;NOLLEN LOGISTIC LTDA;Ativa;;;;;;;;;;;;;;;;
31.963.709/0001-16;NOMAD AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
49.009.424/0001-06;NORCOAST LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
03.073.720/0001-75;NORDESTE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.736.454/0001-13;NORGE PROJECTS LTDA;Ativa;;;;;;;;;;;;;;;;
20.910.232/0001-94;NORGISTICS BRASIL TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
20.910.232/0002-75;NORGISTICS BRASIL TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
33.830.019/0001-14;NORNAVE SERVICOS DE MANUTENCAO DE EQUIPAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
31.650.321/0001-65;NORONHA TRANSPORTE E EMPREENDIMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
01.392.043/0001-22;NORSULCARGO NAVEGACAO S A;Ativa;;;;;;;;;;;;;;;;
42.598.920/0001-01;NORSULMAX NAVEGACAO SA;Ativa;;;;;;;;;;;;;;;;
13.861.254/0001-46;NORTE LOG LTDA;Ativa;;;;;;;;;;;;;;;;
04.133.964/0001-69;NORTE MAR NAVEGACAO E TURISMO LTDA;Ativa;;;;;;;;;;;;;;;;
04.133.964/0002-40;NORTE MAR NAVEGACAO E TURISMO LTDA;Ativa;;;;;;;;;;;;;;;;
09.040.335/0001-08;NORTE OPERACOES DE TERMINAIS LTDA;Ativa;;;;;;;;;;;;;;;;
10.700.289/0001-05;NORTE TRADING OPERADORA PORTUARIA LTDA;Ativa;;;;;;;;;;;;;;;;
03.469.813/0001-13;NORTEMAR-AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
10.890.674/0001-62;NORTH BRAZIL LOGISTIC LTDA;Ativa;;;;;;;;;;;;;;;;
30.174.519/0001-57;NORTH COMEX IMPORT & EXPORT LTDA;Ativa;;;;;;;;;;;;;;;;
59.807.817/0001-19;NORTH SHORE SHIPPING SOLUTIONS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0001-94;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0002-75;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0004-37;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0005-18;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0007-80;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0008-60;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0009-41;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0010-85;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.781.648/0011-66;NORTH STAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
36.489.320/0001-02;NORTH STAR SUDESTE COMPACT LTDA;Ativa;;;;;;;;;;;;;;;;
17.033.530/0001-39;NORTH STAR SUDESTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
17.033.530/0002-10;NORTH STAR SUDESTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
17.033.530/0003-09;NORTH STAR SUDESTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
17.033.530/0004-81;NORTH STAR SUDESTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.686.700/0001-03;NORTHSEAWAY BRASIL SHIP AGENTS LTDA;Ativa;;;;;;;;;;;;;;;;
10.423.509/0001-09;NORTROP SPEDITIONS DO BRASIL ADMINISTRACAO EM TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
19.365.973/0001-52;NORVIK BRASIL AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
41.798.988/0001-63;NOTENBRA LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
05.515.025/0001-41;NOVA - LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
27.644.710/0001-00;NOVA CENTURY COMERCIO EXTERIOR E LOGISTICA EIRELI;Ativa;;;;;;;;;;;;;;;;
05.506.268/0001-13;NOVA ERA CONSULTORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
58.194.846/0001-90;NOVACARGO - TRANSITARIOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
06.866.709/0001-50;NOVAD AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
51.632.333/0001-74;NOVALOG TRANSPORTE INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
08.218.944/0001-41;NOVO MILENIO CONSULTORIA E COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
94.242.997/0001-30;NOVOPORTO CARGO - AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
05.726.384/0001-48;NOW LOGISTICS AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
05.726.384/0002-29;NOW LOGISTICS AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
10.860.814/0001-50;NOW LOGISTICS TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
44.124.775/0001-44;NOWPORTS BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
72.810.468/0001-52;NPL TRANSPORTE E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
14.221.818/0001-49;NR LOGISTICA INTERNACIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
10.407.517/0001-53;NTL - NAVEGACAO E LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
10.407.517/0003-15;NTL - NAVEGACAO E LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
10.407.517/0002-34;NTL - NAVEGACAO E LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
10.407.517/0004-04;NTL - NAVEGACAO E LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
10.407.517/0005-87;NTL - NAVEGACAO E LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
10.407.517/0007-49;NTL - NAVEGACAO E LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
10.407.517/0006-68;NTL - NAVEGACAO E LOGISTICA S.A.;Ativa;;;;;;;;;;;;;;;;
02.995.040/0001-46;NTN ROLAMENTOS DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
56.277.197/0001-65;NUNO FRACHT CONSULTORIA LOGISTICA E ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
56.277.197/0002-46;NUNO FRACHT CONSULTORIA LOGISTICA E ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
07.479.311/0001-24;NVOCC AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
34.231.957/0001-60;NVOCC CONSOLIDATORS LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
05.268.963/0001-94;NVP RDJ OVERSEAS IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
15.677.243/0001-36;NVTLOGS ASSESSORIA LTDA;Ativa;;;;;;;;;;;;;;;;
29.133.462/0001-69;NWS LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
04.658.184/0001-32;NYK DO BRASIL TRANSPORTE MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
04.658.184/0002-13;NYK DO BRASIL TRANSPORTE MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
00.437.355/0001-42;NYKCOOL DO BRASIL TRANSPORTES AQUAVIARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
55.715.044/0001-90;O COSTA ASSESSORIA E INTELIGENCIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
60.591.120/0005-66;O LISBOA DESPACHOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
60.591.120/0001-32;O LISBOA DESPACHOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
02.171.234/0001-27;O P L OPERADORA PORTUARIA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
11.314.224/0001-94;O PATRIOTA APOIO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
21.557.195/0001-45;O PRIMO LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
07.298.256/0001-76;O. L. CONSULTORIA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
56.955.357/0001-88;OAM TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
60.553.441/0001-42;OB GROUP LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
34.222.838/0001-41;OBAI COMERCIO INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
38.203.173/0001-80;OBAY COMERCIO, IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
06.982.636/0001-62;OBEB LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
72.234.826/0001-26;OBJETIVA COMISSARIA DE DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
00.696.845/0001-63;OBJETIVADUANA ASSESSORIA E TRANSITARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
06.996.846/0001-00;OCEAN - COMEX CONSULTORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
72.965.056/0001-91;OCEAN AIR TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
89.981.104/0001-38;OCEAN EXPRESS SERVICOS EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
89.981.104/0003-08;OCEAN EXPRESS SERVICOS EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
89.981.104/0005-61;OCEAN EXPRESS SERVICOS EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
89.981.104/0007-23;OCEAN EXPRESS SERVICOS EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
89.981.104/0004-80;OCEAN EXPRESS SERVICOS EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
27.156.786/0001-97;OCEAN MARINE - AGENCIAMENTO E SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.997.303/0001-44;OCEAN MARINE INTERNATIONAL AGENCIAMENTO DE CARGA AEREA, MARITIMA E RODOVIARIA LTDA;Ativa;;;;;;;;;;;;;;;;
28.689.596/0001-06;OCEAN NETWORK EXPRESS (LATIN AMERICA) AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
28.689.596/0003-60;OCEAN NETWORK EXPRESS (LATIN AMERICA) AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
28.689.596/0002-89;OCEAN NETWORK EXPRESS (LATIN AMERICA) AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
13.495.918/0001-09;OCEAN SUPPLY LOG SUPRIMENTOS OFFSHORE LTDA;Ativa;;;;;;;;;;;;;;;;
86.965.878/0001-87;OCEAN TRADE IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
86.965.878/0002-68;OCEAN TRADE IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
73.295.305/0001-41;OCEAN TRADING LTDA;Ativa;;;;;;;;;;;;;;;;
59.394.212/0001-43;OCEAN TRANSPORT BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
08.647.226/0001-90;OCEAN WAY LOGISTICA E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
10.524.257/0001-04;OCEAN WORLD SHIPPING - AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
10.524.257/0002-87;OCEAN WORLD SHIPPING - AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
59.658.310/0001-40;OCEANANCHOR LOGISTICA INTERNACIONAL E COMERCIO EXTERIOR LTDA.;Ativa;;;;;;;;;;;;;;;;
59.658.310/0002-21;OCEANANCHOR LOGISTICA INTERNACIONAL E COMERCIO EXTERIOR LTDA.;Ativa;;;;;;;;;;;;;;;;
41.489.150/0001-98;OCEANIA PARANAGUA SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.638.240/0001-30;OCEANIA SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
27.602.026/0001-66;OCEANIC NEXUS SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
01.542.714/0001-94;OCEANICA EMPRESA DE APOIO A NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
01.542.714/0003-56;OCEANICA EMPRESA DE APOIO A NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
20.139.216/0001-40;OCEANMAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
19.356.964/0001-03;OCEANS PRIME OFFSHORE AGENCIAMENTO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0012-37;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0001-84;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0009-31;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0013-18;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0035-23;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0030-19;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0018-22;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0014-07;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0025-51;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0016-60;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0032-80;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0020-47;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0024-70;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0029-85;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0034-42;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0026-32;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0021-28;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
32.082.489/0037-95;OCEANUS AGENCIA MARITIMA SA;Ativa;;;;;;;;;;;;;;;;
11.034.952/0001-42;OCEANUS COMERCIO E TRANSPORTE LTDA;Ativa;;;;;;;;;;;;;;;;
