Razão Social;Situação Cadastral;Cidade;Estado
MEDITERRANEAN LOGISTICA ADUANEIRA LTDA;;Santos;SP
MEET LOGISTICA INTERNACIONAL LTDA;;Curitiba;PR
MEGA JRF LOGISTICA LTDA;;São Paulo;SP
MEGA MULTIMODAL IMPORTACAO E EXPORTACAO LTDA;;Santos;SP
MEGA MUNDI SERVIOS ADMINISTRATIVOS;;Mauá;SP
MEGA SHIPPING CARGO SERVICOS LOGISTICOS LTDA;;Mogi das Cruzes;SP
MEGA WORLD LOGISTICS LTDA;;Santos;SP
MEGARA EMPREENDIMENTOS E PARTICIPACOES LTDA.;;Rio de Janeiro;RJ
MEGATRANZ TRANSPORTES LTDA.;;Guarulhos;SP
MEGATRANZ TRANSPORTES LTDA.;;Guarulhos;SP
MELLO LOGISTICA E AGENCIAMENTO LTDA;;Santos;SP
MEMAR SERVICOS LOGISTICOS E NAVEGACOES LTDA;;São Cristóvão;SE
MENDES DE SOUZA COMISSARIA DE DESPACHOS LTDA;;Vitória;ES
MENDES DE SOUZA INTERNATIONAL LTDA;;Santos;SP
MENDES DE SOUZA INTERNATIONAL LTDA;;Vitória;ES
MENDES DESPACHOS ADUANEIROS LTDA;;Rio Grande;RS
MENEZES E FILHO LTDA;;Ilhéus;BA
MENFIS CARGO AGENCIAMENTOS DE CARGAS LTDA;;São Paulo;SP
MENINO DA ILHA TRANSPORTES MARITIMOS LTDA;;Niterói;RJ
MENLO WORLDWIDE AGENCIAMENTO DE TRANSPORTES DE CARGA E LOGISTICA DO BRASIL LTDA.;;São Paulo;SP
MENLO WORLDWIDE AGENCIAMENTO DE TRANSPORTES DE CARGA E LOGISTICA DO BRASIL LTDA.;;Manaus;AM
MERCANTE LOGISTICA E TRANSPORTES LTDA;;Londrina;PR
MERCANTE LOGISTICA, TRANSPORTE E COMERCIAL IMPORTADORA E EXPORTADORA LTDA;;Santana de Parnaíba;SP
MERCANTE LOGISTICA, TRANSPORTE E COMERCIAL IMPORTADORA E EXPORTADORA LTDA;;São Paulo;SP
MERCATOR CARGO AGENCIAMENTO DE CARGAS LTDA;;Salto;SP
MERCOBRAS DESPACHOS ADUANEIROS S/C LTDA.;;Paranaguá;PR
MERCOFREE COMER IMPORTADORA EXPORTODORA E REPRESENT LTD;;São Bernardo do Campo;SP
MERCOMIX COMERCIAL LTDA;;Itajaí;SC
MERCOSHIP AGENCIAMENTOS E REPRESENTACOES LTDA;;São Paulo;SP
MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA;;São Paulo;SP
MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA;;Santos;SP
MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA;;Manaus;AM
MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA;;Salvador;BA
MERIDIAN AGENCIA MARITIMA LTDA;;Rio Grande;RS
MERIDIANMODAL LOGISTICA E TRANSPORTES LTDA;;Santos;SP
MERIDIANWAY INTERNATIONAL LTDA;;Curitiba;PR
MERIDIONAL MARITIMA LTDA;;Santos;SP
MERIDIONAL MARITIMA LTDA;;Santos;SP
MERZARIO DO BRASIL LTDA.;;Santana de Parnaíba;SP
MERZARIO DO BRASIL LTDA.;;Belo Horizonte;MG
MERZARIO DO BRASIL LTDA.;;Belo Horizonte;MG
MERZARIO DO BRASIL LTDA.;;São Paulo;SP
MERZARIO DO BRASIL LTDA.;;São Paulo;SP
MERZARIO DO BRASIL LTDA.;;Belo Horizonte;MG
MESO OCEANICA SERVICOS DE EMBARCACOES LTDA;;Recife;PE
MESQUITA ASSESSORIA ADUANEIRA LTDA;;Rio de Janeiro;RJ
META - COMISSARIA DE DESPACHOS LTDA;;Paranaguá;PR
METALNAVE S/A COMERCIO E INDUSTRIA EM LIQUIDACAO;;Rio de Janeiro;RJ
METALOG ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Itajaí;SC
METALOG ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Paranaguá;PR
METODO ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Piracicaba;SP
METROLOGISTIC INTERNATIONAL SERVICES LTDA;;Barueri;SP
MEX AGENCIAMENTO DE CARGAS LTDA;;Itajaí;SC
MEXPRO ASTRUM LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
MEZZO CARGO TRANSPORTE INTERNACIONAL LTDA.;;Itu;SP
MF SERVICOS INTERNACIONAIS LTDA;;Porto Alegre;RS
MFM LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
MFR SERVICOS LTDA;;Itajaí;SC
MG LOGISTICA BRASIL LTDA.;;Rio Grande;RS
MGA CONSULTORIA ADUANEIRA LTDA;;Rio de Janeiro;RJ
MGS ASSESSORIA DE IMPORTACAO E EXPORTACAO LTDA.;;São Paulo;SP
MIB CARGAS INTERNACIONAIS LTDA;;Nova Lima;MG
MID-AMERICA OVERSEAS DO BRASIL LOGISTICA LTDA;;São Paulo;SP
MILENIO COMISSARIA DE DESPACHOS S/C LTDA;;Paranaguá;PR
MILLENIUM DESPACHOS ADUANEIROS LTDA;;Rio de Janeiro;RJ
MILLENIUM GLOBAL ASSESSORIA E LOGISTICA LTDA;;Porto Alegre;RS
MINAS ADUANA COMERCIO EXTERIOR LTDA;;Belo Horizonte;MG
MINAS AIR CARGO LTDA;;Belo Horizonte;MG
MIND X COMERCIO EXTERIOR LTDA;;Santos;SP
MIND-COMEX ASSESSORIA E CONSULTORIA EM NEGOCIOS INTERNACIONAIS LTDA;;São Paulo;SP
MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES;;Manaus;AM
MINOICA GLOBAL LOGISTICA LTDA;;São José dos Campos;SP
MIRAHMAR COMERCIO EXTERIOR LTDA;;Lauro de Freitas;BA
MISSILANDIA ASSIS OLIVEIRA;;Tabatinga;AM
MISTER SHIPPING LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
MIX AIR GROUP SERVICOS E LOGISTICA MULTIMODAIS LTDA;;Rio das Ostras;RJ
MIXMODAL LTDA;;Itajaí;SC
MJ CARGO INTERNATIONAL LTDA;;São Paulo;SP
MK SUL LTDA;;Araquari;SC
MKC GLOBAL LOGISTICA LTDA;;São Paulo;SP
ML SERVICOS DE COMERCIO EXTERIOR LTDA;;Santos;SP
MLOG INTERNATIONAL LTDA.;;Itajaí;SC
MLP ASSESSORIA ADUANEIRA E REPRESENTACOES LTDA;;Fortaleza;CE
MMS AGENCIAMENTOS E DESPACHOS INTERNACIONAIS LTDA;;Fortaleza;CE
MMS PROJETOS ARQUITETONICO, DESIGN E CONSULTORIA LTDA;;Vitória;ES
MOA CARGO INTERNATIONAL LTDA;;São Paulo;SP
MOA EXPRESS INT'L LTDA;;São Paulo;SP
MODAL ASSESSORIA ADUANEIRA LTDA;;Campinas;SP
MODAL COMEX LOGISTICA E SERVICOS INTERNACIONAIS LTDA;;São Paulo;SP
MODALL SHIPPING DO BRASIL TRANSPORTES INTERNACIONAIS EIRELI;;São Paulo;SP
MODENA COMISSARIA & COMERCIAL LTDA;;Rio de Janeiro;RJ
MODUS INTERNACIONAL LTDA;;Itajaí;SC
MOEDA AGENCIAMENTO DE CARGAS LTDA;;Campinas;SP
MOGIMPEX AGENCIAMENTO DE CARGAS LTDA;;Taubaté;SP
MOL (BRASIL) LTDA;;Manaus;AM
MOL (BRASIL) LTDA;;São Paulo;SP
MOLLAX LOGISTICA LTDA.;;São Paulo;SP
MOLLAX MULTIMODAL LTDA;;Santos;SP
MOND SHIPPING LTDA;;Itajaí;SC
MONTSERRAT TRANSPORTE AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
MORETTI LOGISTICA MULTIMODAL LTDA;;Santos;SP
MORIALL ASSESSORIA, SERVICOS ADUANEIROS LTDA;;Vinhedo;SP
MOTIVA SERVICOS MARITIMOS E REPRESENTACAO COMERCIAL LTDA;;Rio de Janeiro;RJ
MOTRIZ ASSESSORIA E COMERCIO EXTERIOR S/C LTDA;;Paranaguá;PR
MOVE FAST LOGISTICS  LTDA;;São Paulo;SP
MOVICARGO INTERNACIONAL LOGISTICA LTDA;;Curitiba;PR
MOVIIS SOLUCOES EM COMERCIO EXTERIOR LTDA.;;São Paulo;SP
MOVING AGENCIAMENTO DE CARGAS LTDA;;Santos;SP
MOW BRAZIL CO LTDA;;Foz do Iguaçu;PR
MOW BRAZIL LTDA;;Foz do Iguaçu;PR
MP ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Campinas;SP
MPG LOGISTICS BRASIL LTDA;;Santos;SP
MPI - CARGAS LTDA;;Porto Alegre;RS
MPL ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Rio de Janeiro;RJ
MR LINE GROUP ASSESSORIA ADUANEIRA LTDA;;Santos;SP
MRG DESPACHOS ADUANEIROS LTDA;;Rio Grande;RS
MRG DESPACHOS ADUANEIROS LTDA;;Novo Hamburgo;RS
MRM FREIGHT AGENCIAMENTO DE CARGAS LTDA;;Rio de Janeiro;RJ
MRM LOGISTICS AGENCIAMENTO DE CARGA LTDA;;Rio de Janeiro;RJ
MRT COMERCIAL LOGISTICA LTDA;;Santos;SP
MS SERVICOS MARITIMOS, PORTUARIOS E AEREOS LTDA;;Serra;ES
MSC LOGISTICA E TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
MSC MEDITERRANEAN LOGISTICA LTDA.;;Santos;SP
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Vila Velha;ES
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Santos;SP
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Rio de Janeiro;RJ
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Salvador;BA
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Fortaleza;CE
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Recife;PE
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Itajaí;SC
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;São Francisco do Sul;SC
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Imbituba;SC
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Paranaguá;PR
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Rio Grande;RS
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Belém;PA
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Manaus;AM
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Itaguaí;RJ
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Navegantes;SC
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Santos;SP
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Porto Velho;RO
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Recife;PE
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Santos;SP
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Rio Grande;RS
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;São Francisco do Sul;SC
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Itajaí;SC
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Navegantes;SC
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Manaus;AM
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Vila Velha;ES
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Salvador;BA
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;São Gonçalo do Amarante;CE
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;;Rio de Janeiro;RJ
MSE DO BRASIL LOGISTICA LTDA.;;São Paulo;SP
MSL AGENCIAMENTO DE CARGA - EIRELI;;Mogi das Cruzes;SP
MSL DESPACHOS ADUANEIROS LTDA;;Rio Grande;RS
MSLOG LOGISTICA INTEGRADA LTDA;;Santos;SP
MSP LOGISTICA INTERNACIONAL LTDA;;Rio de Janeiro;RJ
MSR.JR SERVICOS MARITIMOS, CONSTRUCOES E INCORPORACOES LTDA;;Santos;SP
MT SHIPPING AGENCIAMENTO LTDA;;Rio de Janeiro;RJ
MTC INTERNATIONAL SOLUCOES LOGISTICA LTDA;;São Bernardo do Campo;SP
MTI FREIGHT FORWARDER AGENCIAMENTO DE CARGAS LTDA;;Santos;SP
MTM DESPACHOS INTERNACIONAIS LTDA;;São Paulo;SP
MTR INTERNACIONAL DISTRIBUIDORA LTDA;;Itapevi;SP
MTZ INTELIGENCIA PORTUARIA LTDA;;Olinda;PE
MULLER & PASSOS LTDA;;Novo Hamburgo;RS
MULTIBRAS SOLUCOES EM COMERCIO EXTERIOR LTDA;;Santos;SP
MULTIBRAX AGENCIAMENTO E TRANSPORTES INTERNACIONAIS LTDA;;Porto Alegre;RS
MULTICARGO CONTAINER SERVICE LTDA;;Nova Lima;MG
MULTICARGO CONTAINER SERVICE LTDA;;Rio de Janeiro;RJ
MULTICOMEX LOGISTICA LTDA;;Curitiba;PR
MULTIDEIAS - MARKETING E TRANSPORTES INTERNACIONAIS LTDA;;Rio de Janeiro;RJ
MULTILOG BRASIL S.A.;;Barueri;SP
MULTILOGISTICA DO BRASIL LTDA.;;São Paulo;SP
MULTIMAR COMISSARIA DE DESPACHOS LTDA;;Paranaguá;PR
MULTIMAR, COMERCIO IMPORTAO E EXPORTACAO LTDA;;Rio Grande;RS
MULTIMODAL ASSOCIADOS EM TRANSPORTE DE CARGO LTDA;;Americana;SP
MULTIPORT COMISSARIA DE DESPACHOS E AGENCIAMENTO DE CARGAS LTDA;;Guarulhos;SP
MULTISEAS AGENCIAMENTOS MARITIMOS LTDA;;Santos;SP
MULTITERMINAIS ALFANDEGADOS DO BRASIL S.A.;;Rio de Janeiro;RJ
MULTITRANS - TRANSPORTES E ARMAZENS GERAIS LTDA.;;Paranaguá;PR
MULTITRANS LOGISTICS DO BRASIL LTDA;;São Paulo;SP
MUMAK INTERNACIONAL LOGISTIC & CUSTOMS SERVICES LTDA;;São Vicente;SP
MUNDI BRASIL COMERCIO INTERNACIONAL LTDA;;Jundiaí;SP
MUNDIAL ASSESSORIA PLENA EM COMERCIO EXTERIOR LTDA;;Curitiba;PR
MUNDIAL CARGO LOGISTICA EM TRANSPORTE LTDA;;Caxias do Sul;RS
MUNDIAL SERVICOS ADUANEIROS E AGENCIAMENTO DE CARGA LTDA;;Recife;PE
MUNDIAL TRANSPORTE E NAVEGACAO LTDA;;Belém;PA
MUNDIAL TRANSPORTES INTERNACIONAIS DE CARGAS LTDA;;Fortaleza;CE
MUNDO MARITIMO BRASIL AGENCIAMENTOS LTDA.;;Santos;SP
MUNIZ AGENCIA MARITIMA LTDA;;Recife;PE
MUNIZ AGENCIA MARITIMA LTDA;;São José de Ribamar;MA
MUNIZ AGENCIA MARITIMA LTDA;;Manaus;AM
MUNIZ AGENCIA MARITIMA LTDA;;Fortaleza;CE
MUNIZ AGENCIA MARITIMA LTDA;;Belém;PA
MVA COMERCIO E TRANSPORTES DE PRODUTOS ALIMENTICIOS LTDA;;Manaus;AM
MVA SERVICOS LTDA;;São Luís;MA
MVFM CARGO LOGISTICA INTERNACIONAL LTDA;;Rio de Janeiro;RJ
MVIX LOGISTICA INTEGRADA LTDA;;Vitória;ES
MVM CONSULTORIA INTERNACIONAL LTDA;;Recife;PE
MVPB CONSULTORIA E ASSESSORIA EM COMERCIO EXTERIOR E MARKETING LTDA;;Rio de Janeiro;RJ
MVX COMERCIO ELETRONICO S.A.;;Palhoça;SC
MWA LOGISTICA INTERNACIONAL LTDA;;Vitória;ES
MWF MULTIMODAL LTDA;;São Paulo;SP
MWTI - AGENCIAMENTO DE CARGAS, REPRESENTACAO E LOGISTICA LTDA;;Salvador;BA
MZX BRASIL COMERCIAL, IMPORTADORA EXPORTADORA LTDA;;Barueri;SP
MZX BRASIL TRANSPORTES INTERNACIONAIS LTDA;;Barueri;SP
N B C AGENCIA MARITIMA LTDA;;Belém;PA
N G L LOGISTICA INTERNACIONAL LTDA;;Santos;SP
N MAGIOLI AGENCIA MARITIMA LTDA;;São Luís;MA
N-HUNTER'S LOGISTICA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Campinas;SP
N. S. O. LOGISTICA INTERNACIONAL LTDA;;Guarujá;SP
N.A. PRANTE LOGISTICA COMERCIO EXTERIOR LTDA;;Porto Alegre;RS
N.E.W.S EXPRESS TRANSPORTES INTERNACIONAIS LTDA.;;Santos;SP
N.E.W.S EXPRESS TRANSPORTES INTERNACIONAIS LTDA.;;São Paulo;SP
N.E.W.S. LOGISTICS LTDA;;São Paulo;SP
NACIONAL EXPRESS SERVICO DE ENCOMENDAS LTDA;;Limoeiro do Norte;CE
NACIONAL SERVICOS MARITIMOS LTDA;;Paranaguá;PR
NACIONAL TRANSPORTES MARITIMOS LTDA.;;Mossoró;RN
NARVAL SERVICOS DE TRANSPORTE LTDA;;Rio de Janeiro;RJ
NATALSHIPPING MARITIMA LTDA;;Natal;RN
NATCO INTERNATIONALE TRANSPORTE BRASIL LTDA.;;São Paulo;SP
NATCO INTERNATIONALE TRANSPORTE BRASIL LTDA.;;Rio de Janeiro;RJ
NATCO INTERNATIONALE TRANSPORTE BRASIL LTDA.;;Belo Horizonte;MG
NATIONAL FREIGHT TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
NAUTICA LOGISTICA INTERNACIONAL LTDA;;Santo André;SP
NAUTICO LOGISTICA LTDA;;Rio Grande;RS
NAUTILUS GESTAO, LOCACAO E VENDA DE BENS PROPRIOS LTDA.;;Santo André;SP
NAUTILUS SERVICOS MARITIMOS LTDA;;Vitória;ES
NAVCARGO ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Guarulhos;SP
NAVCARGO LOGISTICS LTDA;;Guarulhos;SP
NAVEG LOGISTICA INTERNACIONAL LTDA;;Maringá;PR
NAVEGACAO ALIANCA LTDA.;;Porto Alegre;RS
NAVEGACAO ALIANCA LTDA.;;Rio Grande;RS
NAVEGACAO AMANDIO ROCHA LTDA.;;Porto Alegre;RS
NAVEGACAO BARBOSA LTDA;;Manaus;AM
NAVEGACAO CAISM MURATTA LTDA;;Rio Grande;RS
NAVEGACAO CUNHA LTDA;;Manaus;AM
NAVEGACAO CUNHA LTDA;;Porto Velho;RO
NAVEGACAO E COMERCIO GUARARAPES LTDA;;Recife;PE
NAVEGACAO GAUCHA LTDA;;Triunfo;RS
NAVEGACAO GUARITA S/A -;;Porto Alegre;RS
NAVEGACAO GUARITA S/A -;;Rio Grande;RS
NAVEGACAO NOBREGA LTDA;;Manaus;AM
NAVEGACAO OLIVEIRA LTDA;;Santarém;PA
NAVEGACAO RIO NEGRO S.A.;;Manaus;AM
NAVEGACAO RIO NEGRO S.A.;;Porto Velho;RO
NAVEGACAO RIO NEGRO S.A.;;Belém;PA
NAVEGACAO SION LTDA;;Belém;PA
NAVEGACAO SIQUEIRA LTDA;;Santarém;PA
NAVEGACAO SUPER PORTO LTDA;;Rio Grande;RS
NAVEGACAO TAQUARA S/A;;Porto Alegre;RS
NAVEGACAO TURISTINHA LTDA;;Porto Alegre;RS
NAVEGACOES UNIDAS TAPAJOS S/A;;Barcarena;PA
NAVEGANTES FRETES MARITIMOS E APOIO PORTUARIO LTDA;;Fernando de Noronha;PE
NAVEMAZONIA NAVEGACAO LTDA;;Manaus;AM
NAVENOR S/A SERVICOS MARITIMOS;;Mossoró;RN
NAVEPORT COMERCIO E SERVICOS LTDA;;Rio de Janeiro;RJ
NAVEPORT INTERNATIONAL LTDA;;Rio de Janeiro;RJ
NAVEPORT-SERVICOS MARITIMOS LTDA;;Paranaguá;PR
NAVERIVER NAVEGACAO FLUVIAL LIMITADA;;Rio de Janeiro;RJ
NAVERIVER NAVEGACAO FLUVIAL LIMITADA;;Macau;RN
NAVETRANS SERVICOS E APOIO MARITIMO LTDA;;São Francisco do Sul;SC
NAVEZON-LINHAS INTERNAS DA AMAZONIA S A;;São Paulo;SP
NAVEZON-LINHAS INTERNAS DA AMAZONIA S A;;Porto Velho;RO
NAVEZON-LINHAS INTERNAS DA AMAZONIA S A;;Belém;PA
NAVI CONSULTORIA E ASSESSORIA DE COMERCIO EXTERIOR UNIPESSOAL LIMITADA;;Rio de Janeiro;RJ
NAVICON DO BRASIL LTDA;;São Paulo;SP
NAVIGOR AGENCIA MARITIMA LTDA;;Santos;SP
NAVIGOR AGENCIA MARITIMA LTDA;;Paranaguá;PR
NAVIX OFFSHORE E AGENCIA MARITIMA LTDA;;Vitória;ES
NCL DO BRASIL LOGISTICA LTDA;;Santos;SP
NCX CARGO TRANSPORTES INTERNACIONAIS LTDA;;Rio de Janeiro;RJ
NEDLLOYD DO BRASIL NAVEGACAO LTDA;;Santos;SP
NEDLLOYD DO BRASIL NAVEGACAO LTDA;;São Paulo;SP
NEDLLOYD DO BRASIL NAVEGACAO LTDA;;Salvador;BA
NEL-LOG-ASSESSORIA LOGISTICA E REPRESENTACAO COMERCIAL LTDA;;Santos;SP
NELSON HEUSI LOGISTICA E ARMAZENS GERAIS LTDA;;Itajaí;SC
NELSON LIRA PEREIRA 27032370225;;Santarém;PA
NEO FREIGHTS E LOGISTICA LTDA;;Petrópolis;RJ
NEO LOGISTICS IMPORTACAO & EXPORTACAO LTDA;;Nova Lima;MG
NEOBRAZ COMERCIO EXTERIOR ASSESSORIA LTDA;;São Paulo;SP
NEOMAR SILVEIRA E CIA LTDA;;Rio Grande;RS
NET LOGISTICA E AGENCIAMENTO LTDA;;Itajaí;SC
NETFREIGHT TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA;;Volta Redonda;RJ
NETHUNO CARGO BRASIL LTDA.;;São Paulo;SP
NEUTRAL RIO GRANDE AGENCIAMENTOS PORTUARIOS LTDA;;Rio Grande;RS
NEW BRIDGE ASSESSORIA E LOGISTICA INTERNACIONAL LTDA;;Rio de Janeiro;RJ
NEW CARGO LOGISTICS AGENCIAMENTO DE CARGAS LTDA.;;Santos;SP
NEW DEAL ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Araucária;PR
NEW FLAG LOGISTICS LTDA;;São Paulo;SP
NEW FOCUS COMERCIO EXTERIOR LTDA;;Curitiba;PR
NEW FORCE LOGISTICA NACIONAL E INTERNACIONAL LTDA;;Santos;SP
NEW FORCE LOGISTICA NACIONAL E INTERNACIONAL LTDA;;São Paulo;SP
NEW HAN JIN CARGAS INTERNACIONAIS LTDA.;;São Paulo;SP
NEW HUB BRAZIL TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
NEW HUB COMERCIO DE IMPORTACAO E EXPORTACAO & SUPPLY CHAIN LTDA;;Balneário Camboriú;SC
NEW LINE - LOGISTICA, TRANSPORTE E SERVICOS MARITIMOS LTDA.;;Paranaguá;PR
NEW LINK COMERCIO EXTERIOR E REPRESENTACOES LTDA;;Santos;SP
NEW LOG IMPORTACAO E EXPORTACAO E AGENCIAMENTO DE CARGAS EIRELI;;São Paulo;SP
NEW ORDER AGENCIAMENTO DE CARGAS INTERNACIONAIS EIRELI;;São Bernardo do Campo;SP
NEW PARTNER SERVICOS E REPRESENTACOES PORTUARIAS LTDA;;Santos;SP
NEW PIER AGENCIAMENTO DE CARGAS  E COMISSARIA DE DESPACHOS LTDA;;Santos;SP
NEW PROJECT LOGISTICA INTERNACIONAL LTDA;;Santos;SP
NEW SHIPPING BRASIL LOGISTICA INTERNACIONAL LIMITADA;;São Paulo;SP
NEW SHIPPING VISION LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
NEW SKY TRANSPORTE E LOGISTICA INTERNACIONAL EIRELI;;São Paulo;SP
NEW SMART LOGISTICS TRANSPORTE INTERNACIONAL LTDA.;;Itajaí;SC
NEW STAR AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;;Campo Bom;RS
NEW TARGET AGENCIAMENTO DE CARGAS LTDA;;Eusébio;CE
NEW TRAFIC LOGISTICA INTERNACIONAL E TRANSPORTE LTDA;;São Paulo;SP
NEW TRAFIC LOGISTICA INTERNACIONAL E TRANSPORTE LTDA;;Vitória;ES
NEW TRANS LOGISTICA LTDA;;São Paulo;SP
NEW WAY CONSULTORIA INTERNACIONAL LTDA;;Garibaldi;RS
NEW WAY FRETES INTERNACIONAIS S/S LTDA;;São Paulo;SP
NEW WAY SHIPPING LOGISTICA INTERNACIONAL LTDA;;Itajaí;SC
NEW WAYS ASSESSORIA DE COMERCIO EXTERIOR LTDA;;Cariacica;ES
NEW WAYS OFFSHORE LTDA;;Rio de Janeiro;RJ
NEW WORLD COMERCIO EXTERIOR E LOGISTICA LTDA;;Santos;SP
NEW-LOG SERVICOS ADUANEIROS E LOGISTICA INTERNACIONAL LTDA.;;Santos;SP
NEWCOMEX ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Itajaí;SC
NEWPORT DO BRASIL LTDA.;;Jundiaí;SP
NEWSEA TRANSPORTES INTERNACIONAIS E CONSULTORIA LTDA;;São Paulo;SP
NEWTON DOS SANTOS TRANSPORTES;;Santos;SP
NEX COMEX ASSESSORIA LTDA;;Guarujá;SP
NEXCONN LOGISTICA INTELIGENTE LTDA;;Campinas;SP
NEXT GLOBAL IMPORTACAO EXPORTACAO E LOGISTICA S.A.;;Serra;ES
NEXT SHIPPING LOGISTICA INTERNACIONAL LTDA;;Itajaí;SC
NEXUS DO BRASIL AGENCIAMENTO DE CARGAS LTDA.;;São Paulo;SP
NEXUS GERENCIAMENTO DE PATIOS LTDA;;São Paulo;SP
NICOMEX COMERCIO INTERNACIONAL LTDA;;Rio de Janeiro;RJ
NILSON RICARDO GAMPER LTDA;;São Francisco do Sul;SC
NIPPON EXPRESS DO BRASIL TRANSPORTES INTERNAC. LTDA.;;São Paulo;SP
NIPPON EXPRESS DO BRASIL TRANSPORTES INTERNAC. LTDA.;;Manaus;AM
NIPPON EXPRESS DO BRASIL TRANSPORTES INTERNAC. LTDA.;;Rio de Janeiro;RJ
NIRRON LOGISTICS LTDA;;Jacareí;SP
NIT SEA NAVEGACAO LTDA;;São Gonçalo;RJ
NIVER LOGISTICS S/A.;;São Paulo;SP
NIX INTERNATIONAL ASSESSORIA, CONSULTORIA E COMERCIO EXTERIOR LTDA;;Goiânia;GO
NIXX AGENCIA MARITIMA LTDA;;Santos;SP
NK AGENCIAMENTO DE CARGAS LTDA;;Curitiba;PR
NK BRASIL LOGISTICA LTDA.;;São Paulo;SP
NKL DESPACHOS ADUANEIROS LTDA;;Rio de Janeiro;RJ
NL APOIO A NAVEGACAO LTDA;;Santos;SP
NMC ASSESSORIA DE COMERCIO EXTERIOR LTDA;;Vitória;ES
NML - TANKERS AGENCIA MARITIMA LTDA;;Fortaleza;CE
NML - TANKERS AGENCIA MARITIMA LTDA;;Salvador;BA
NML - TANKERS AGENCIA MARITIMA LTDA;;São Luís;MA
NML - TANKERS AGENCIA MARITIMA LTDA;;Vitória;ES
NML NORDESTE MARITIMA LTDA;;Salvador;BA
NMLTANKERS SERVICOS MARITIMOS LTDA;;Fortaleza;CE
NOBEC LOGISTICA E TRANSPORTES LTDA;;Rio de Janeiro;RJ
NOBEL TRANSPORTES INTERNACIONAIS E NACIONAIS LTDA;;Campinas;SP
NOBLE COMERCIO EXTERIOR LIMITADA;;Porto Alegre;RS
NOGUEIRA & GANDRA DO BRASIL LTDA;;Quatro Barras;PR
NOGUEIRA SERVICOS ADUANEIROS LTDA;;Rio de Janeiro;RJ
NOLLEN LOGISTIC LTDA;;Rio de Janeiro;RJ
NOMAD AGENCIAMENTO DE CARGAS LTDA;;Guarulhos;SP
NORDESTE LOGISTICA LTDA;;Ipojuca;PE
NORGE PROJECTS LTDA;;São Paulo;SP
NORGISTICS BRASIL TRANSPORTES LTDA;;Barueri;SP
